"drug_concept_name","drug_concept_id","UCLH","UHB"
"Brimonidine 2mg/ml / Timolol 5mg/ml eye drops",21292195,"119","148"
"Brinzolamide",21178902,"<=10","5901"
"Brinzolamide + Brimonidine",21291065,"<=10","<=10"
"Brinzolamide + Timolol",21235164,"<=10","416"
"Brinzolamide 10mg/ml / Brimonidine 2mg/ml eye drops",21272655,"130","270"
"Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops",21198575,"112","<=10"
"Brinzolamide 10mg/ml eye drops",21255752,"1073","<=10"
"Brivaracetam",21179223,"<=10","73"
"Brivaracetam-containing product",4222064,"<=10","22"
"Brivaracetam 100mg tablets",21309895,"579","<=10"
"Brivaracetam 10mg tablets",21253919,"<=10","<=10"
"Brivaracetam 25mg tablets",21216847,"165","<=10"
"Brivaracetam 50mg tablets",21198138,"864","<=10"
"Brivaracetam 50mg/5ml oral solution sugar free",21272570,"278","<=10"
"Brivaracetam 75mg tablets",21291192,"<=10","<=10"
"Bromfenac",21253771,"<=10","36"
"Bromocriptine",21216417,"<=10","189"
"Budesonide",21197215,"<=10","193"
"Budesonide",21216418,"<=10","2309"
"Budesonide + Formoterol",21178983,"<=10","6389"
"Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler",36815354,"650","<=10"
"Budesonide 100micrograms/dose dry powder inhaler",36815353,"15","<=10"
"Budesonide 1mg/2ml nebuliser liquid unit dose vials",21199723,"197","<=10"
"Budesonide 200micrograms/actuation / Formoterol 6micrograms/actuation dry powder inhaler",21236939,"<=10","<=10"
"Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free",40700702,"37","<=10"
"Budesonide 200micrograms/dose dry powder inhaler",36815358,"104","<=10"
"Budesonide 3mg gastro-resistant capsules",21180838,"373","<=10"
"Budesonide 3mg gastro-resistant modified-release capsules",36815360,"93","<=10"
"Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler",21273959,"501","<=10"
"Budesonide 400micrograms/dose dry powder inhaler",36815361,"37","<=10"
"Budesonide 500micrograms/2ml nebuliser liquid unit dose vials",21218409,"144","<=10"
"Budesonide 9mg modified-release tablets",21216912,"<=10","<=10"
"Bumetanide",21272132,"<=10","6666"
"Bumetanide 1mg tablets",21181125,"3057","<=10"
"Bumetanide 1mg/5ml oral solution sugar free",21237066,"<=10","<=10"
"Bumetanide 5mg tablets",21181124,"26","<=10"
"Bupivacaine",21272133,"<=10","3777"
"Bupivacaine 100mg/100ml (0.1%) infusion bags",21311051,"727","<=10"
"Bupivacaine 20mg/4ml (0.5%) / Glucose 320mg/4ml solution for injection ampoules",21273936,"3158","<=10"
"Bupivacaine 250mg/250ml (0.1%) / Fentanyl 500micrograms/250ml infusion bags",21310236,"2212","<=10"
"Bupivacaine 25mg/10ml (0.25%) / Adrenaline (base) 50micrograms/10ml (1 in 200,000) solution for injection ampoules",21218228,"651","<=10"
"Bupivacaine 25mg/10ml (0.25%) solution for injection ampoules",36815368,"2785","<=10"
"Bupivacaine 50mg/10ml (0.5%) / Adrenaline (base) 50micrograms/10ml (1 in 200,000) solution for injection ampoules",21292571,"588","<=10"
"Bupivacaine 50mg/10ml (0.5%) solution for injection ampoules",36815370,"6237","<=10"
"Buprenorphine",21272134,"<=10","2360"
"Buprenorphine 200microgram sublingual tablets sugar free",21218644,"80","<=10"
"Buprenorphine 2mg oral lyophilisates sugar free",40700628,"<=10","<=10"
"Buprenorphine 2mg sublingual tablets sugar free",21237126,"74","<=10"
"Buprenorphine 400microgram sublingual tablets sugar free",21292989,"<=10","<=10"
"Buprenorphine 8mg oral lyophilisates sugar free",40701171,"<=10","<=10"
"Buprenorphine 8mg sublingual tablets sugar free",21237130,"48","<=10"
"Bupropion 150mg modified-release tablets",36815383,"<=10","<=10"
"Burosumab 10mg/1ml solution for injection vials",36815385,"<=10","<=10"
"Burosumab 20mg/1ml solution for injection vials",36815387,"<=10","<=10"
"Burosumab 30mg/1ml solution for injection vials",36815389,"<=10","<=10"
"Buserelin",21290778,"<=10","75"
"Buserelin 5.5mg/5.5ml solution for injection vials",36815391,"<=10","<=10"
"Buspirone",21234940,"<=10","323"
"Buspirone 10mg tablets",21181100,"1236","<=10"
"Buspirone 5mg tablets",21237119,"593","<=10"
"Busulfan 60mg/10ml solution for infusion vials",36815397,"41","<=10"
"C1-esterase inhibitor 1,500unit powder and solvent for solution for injection vials",21253934,"<=10","<=10"
"C1 esterase inhibitor-containing product",40479552,"<=10","<=10"
"Cabazitaxel",21309725,"<=10","<=10"
"Cabazitaxel 60mg/1.5ml concentrate and solvent for solution for infusion vials",21291501,"32","<=10"
"Cabergoline-containing product",4031616,"<=10","12"
"Cabergoline 1mg tablets",21218609,"<=10","<=10"
"Cabergoline 500microgram tablets",21292970,"142","<=10"
"Cacit D3 effervescent granules sachets",21256651,"<=10","2184"
"Caffeine citrate 10mg/1ml solution for infusion ampoules",21179800,"<=10","<=10"
"Caffeine citrate 20mg/1ml solution for infusion ampoules",21235553,"<=10","<=10"
"Calamine",21272193,"<=10","496"
"Calamine lotion",21274258,"88","<=10"
"Calci-D 1000mg/1,000unit chewable tablets",21186632,"<=10","<=10"
"Calcichew 1.25g tablets",21201562,"<=10","43"
"Calcipotriol",21309592,"<=10","226"
"Calcipotriol + Betamethasone",21253573,"<=10","23"
"Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel",21235793,"15","<=10"
"Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment",21236928,"105","184"
"Calcipotriol 50micrograms/g / Betamethasone dipropionate 500micrograms/g foam",40701095,"107","20"
"Calcipotriol 50micrograms/g ointment",21180940,"<=10","<=10"
"Calcitriol",21290779,"<=10","324"
"Calcitriol 250nanogram capsules",21274283,"72","<=10"
"Calcitriol 3micrograms/g ointment",21199859,"<=10","<=10"
"Calcitriol 500nanogram capsules",21199803,"<=10","<=10"
"Calcium acetate",21235047,"<=10","10686"
"Calcium acetate 1g tablets",21180857,"26","<=10"
"Calcium acetate 435mg / Magnesium carbonate heavy 235mg tablets",21310313,"28","62"
"Calcium acetate 475mg tablets",21291514,"<=10","<=10"
"Calcium acetate 950mg tablets",21179633,"<=10","<=10"
"Calcium carbonate",21197816,"<=10","38"
"Calcium carbonate",21215863,"<=10","210"
"Calcium carbonate 1.25g / Colecalciferol 440unit effervescent granules sachets",21199764,"706","<=10"
"Calcium carbonate 1.25g chewable tablets sugar free",21218582,"3021","<=10"
"Calcium carbonate 1.25g effervescent tablets sugar free",21311652,"268","<=10"
"Calcium carbonate 1.5g chewable tablets sugar free",21199763,"222","<=10"
"Calcium carbonate 2.5g chewable tablets sugar free",21199907,"110","<=10"
"Calcium carbonate 500mg chewable tablets",21273919,"<=10","<=10"
"Calcium chloride",21197817,"<=10","443"
"Calcium chloride 10% solution for injection 10ml pre-filled syringes",21274105,"253","<=10"
"Calcium folinate",21253582,"<=10","574"
"Calcium folinate 15mg tablets",21255427,"2104","<=10"
"Calcium folinate 15mg/2ml solution for injection ampoules",21311239,"<=10","<=10"
"Calcium folinate 300mg/30ml solution for injection vials",21180645,"137","<=10"
"Calcium folinate 50mg/5ml solution for injection ampoules",21255270,"323","<=10"
"Calcium gluconate",21234458,"<=10","3431"
"Calcium gluconate-containing product",4202384,"<=10","23"
"Calcium gluconate 10% solution for injection 10ml ampoules",21199779,"12120","<=10"
"Calcium gluconate 10% solution for injection 50ml vials",40700528,"<=10","18"
"Calcium lactate gluconate + Calcium carbonate",21216545,"<=10","1842"
"Calcium lactate gluconate 2.263g / Calcium carbonate 1.75g effervescent tablets sugar free",40700523,"706","<=10"
"Calcium polystyrene sulfonate",21216517,"<=10","317"
"Calcium polystyrene sulfonate powder sugar free",21292727,"510","<=10"
"Calfovit D3 oral powder sachets",21201153,"<=10","106"
"Calogen emulsion",21350501,"1034","<=10"
"Calogen Extra Shots emulsion",21452360,"140","<=10"
"Canagliflozin",21291056,"<=10","174"
"Canagliflozin 100mg tablets",21291299,"157","<=10"
"Canagliflozin 300mg tablets",21179430,"19","<=10"
"Canagliflozin 50mg / Metformin 1g tablets",21198215,"<=10","<=10"
"Candesartan",21178906,"<=10","3334"
"Candesartan 16mg tablets",21255731,"523","<=10"
"Candesartan 2mg tablets",21293013,"282","<=10"
"Candesartan 32mg tablets",21217844,"104","<=10"
"Candesartan 4mg tablets",21274349,"443","<=10"
"Candesartan 8mg tablets",21274350,"851","<=10"
"Cannabidiol 100mg/ml oral solution sugar free",36815434,"<=10","<=10"
"Capasal Therapeutic shampoo",21200608,"<=10","<=10"
"Capecitabine",21272135,"<=10","32"
"Capecitabine 150mg tablets",21311256,"82","<=10"
"Capecitabine 500mg tablets",21292607,"109","<=10"
"Caphosol mouthrinse",21451497,"5133","1051"
"Capsaicin",21216479,"<=10","698"
"Capsaicin 0.075% cream",21237081,"80","<=10"
"Capsaicin 179mg cutaneous patches",21254276,"<=10","<=10"
"Captopril",21197717,"<=10","53"
"Captopril 12.5mg tablets",21274348,"<=10","<=10"
"Captopril 25mg tablets",21199977,"<=10","<=10"
"Carbamazepine",21234941,"<=10","10169"
"Carbamazepine-containing product",4246837,"<=10","12"
"Carbamazepine 100mg tablets",21293054,"1349","<=10"
"Carbamazepine 100mg/5ml oral suspension sugar free",21218616,"1424","<=10"
"Carbamazepine 125mg suppositories",21274037,"<=10","<=10"
"Carbamazepine 200mg tablets",21274389,"750","<=10"
"Carbamazepine 400mg tablets",21255777,"191","<=10"
"Carbidopa 10 mg and levodopa 100 mg oral tablet",4190729,"<=10","<=10"
"Carbidopa 25mg tablets",21198450,"12","<=10"
"Carbimazole",21178907,"<=10","1149"
"Carbimazole 10mg tablets",40700362,"<=10","<=10"
"Carbimazole 20mg tablets",21274288,"176","<=10"
"Carbimazole 5mg tablets",21181070,"423","<=10"
"Carbocisteine",21309491,"<=10","87801"
"Carbocisteine 375mg capsules",21292794,"14413","<=10"
"Carbocisteine 750mg/10ml oral solution 10ml sachets sugar free",21198162,"40","<=10"
"Carbomer",21216706,"<=10","2197"
"Carbomer '980' 0.2% eye drops",21236967,"960","4862"
"Carbomer '980' 0.2% eye gel preservative free",40686149,"24","<=10"
"Carboplatin",21234943,"<=10","24"
"Carboplatin 150mg/15ml solution for infusion vials",21180664,"21","<=10"
"Carboplatin 450mg/45ml solution for infusion vials",21311215,"214","<=10"
"Carboplatin 50mg/5ml solution for infusion vials",21218218,"324","<=10"
"Carboplatin 600mg/60ml solution for infusion vials",21273901,"986","<=10"
"Carboprost 250micrograms/1ml solution for injection ampoules",36815466,"330","<=10"
"Carfilzomib 30mg powder for solution for infusion vials",40700328,"182","<=10"
"Carmellose",21290780,"<=10","5587"
"Carmellose 0.5% eye drops",21235790,"265","2156"
"Carmellose 0.5% eye drops 0.4ml unit dose preservative free",21272893,"881","<=10"
"Carmellose 0.5% eye drops preservative free",21254052,"<=10","<=10"
"Carmellose 1% eye drops 0.4ml unit dose preservative free",21235662,"538","<=10"
"Carmellose gelatin paste",21180218,"59","<=10"
"Carmustine",21197811,"<=10","<=10"
"Carmustine 100mg powder and solvent for solution for infusion vials",36815479,"24","<=10"
"Carmustine 7.7mg implant",21311078,"<=10","<=10"
"Carvedilol",21309493,"<=10","5978"
"Carvedilol 12.5mg tablets",21237161,"113","<=10"
"Carvedilol 25mg tablets",21199980,"56","<=10"
"Carvedilol 3.125mg tablets",21218673,"311","<=10"
"Carvedilol 6.25mg tablets",21255750,"252","<=10"
"Caspofungin",21197718,"<=10","145"
"Caspofungin 50mg powder for solution for infusion vials",21292531,"2527","<=10"
"Caspofungin 70mg powder for solution for infusion vials",21292532,"1698","<=10"
"Cavilon Durable barrier cream",21348696,"197","<=10"
"Cavilon No Sting barrier film pump spray",21481241,"33","<=10"
"Cavity dressing 2cm x 45cm",21480705,"179","<=10"
"Cefadroxil 500mg capsules",21311641,"58","<=10"
"Cefalexin",21178882,"<=10","1405"
"Cefalexin 125mg/5ml oral suspension sugar free",21236664,"<=10","<=10"
"Cefalexin 250mg capsules",21181167,"206","<=10"
"Cefalexin 250mg tablets",21237184,"<=10","<=10"
"Cefalexin 250mg/5ml oral suspension",21181166,"12","<=10"
"Cefalexin 250mg/5ml oral suspension sugar free",21292594,"35","<=10"
"Cefalexin 500mg capsules",21274391,"355","<=10"
"Cefixime 200mg tablets",21200009,"<=10","<=10"
"Cefotaxime",21178908,"<=10","16"
"Cefotaxime 1g powder for solution for injection vials",21311356,"405","<=10"
"Cefotaxime 2g powder for solution for injection vials",21292585,"<=10","<=10"
"Cefotaxime 500mg powder for solution for injection vials",21255311,"<=10","<=10"
"Cefoxitin",21178909,"<=10","391"
"Ceftazidime",21272136,"<=10","1194"
"Ceftazidime 1g powder for solution for injection vials",21255392,"223","<=10"
"Ceftazidime 2g / Avibactam 500mg powder for solution for infusion vials",40700026,"295","<=10"
"Ceftazidime 2g powder for solution for injection vials",21311274,"12273","<=10"
"Ceftazidime 500mg powder for solution for injection vials",21292618,"<=10","<=10"
"Ceftolozane + tazobactam",21198022,"<=10","288"
"Ceftolozane 1g / Tazobactam 500mg powder for solution for infusion vials",21216857,"24","<=10"
"Ceftriaxone",21272137,"<=10","4425"
"Ceftriaxone-containing product",4058387,"<=10","49"
"Ceftriaxone 1g powder for solution for injection vials",21180798,"305","<=10"
"Ceftriaxone 250mg powder for solution for injection vials",21292614,"<=10","<=10"
"Ceftriaxone 2g powder for solution for injection vials",21311264,"4106","<=10"
"Cefuroxime",21253509,"<=10","2136"
"Cefuroxime 1.5g powder for solution for injection vials",21311235,"20354","<=10"
"Cefuroxime 250mg powder for solution for injection vials",21236694,"65","<=10"
"Cefuroxime 750mg powder for solution for injection vials",36814314,"14158","<=10"
"Celecoxib",21216420,"<=10","206"
"Celecoxib",21290254,"<=10","29"
"Celecoxib-containing product",4152907,"<=10","<=10"
"Celecoxib 100mg capsules",21255685,"74","<=10"
"Celiprolol hydrochloride",21197136,"<=10","12"
"Cetirizine",21197719,"<=10","7017"
"Cetirizine 10mg capsules",21291438,"<=10","<=10"
"Cetirizine 10mg tablets",21199948,"2863","<=10"
"Cetraben cream",21419508,"<=10","<=10"
"Cetraben emollient cream",21296482,"<=10","<=10"
"Cetrorelix 250microgram powder and solvent for solution for injection vials",36815534,"<=10","<=10"
"Cetuximab 100mg/20ml solution for infusion vials",21236218,"102","<=10"
"Cetuximab 500mg/100ml solution for infusion vials",21217722,"35","<=10"
"Chloral hydrate 500mg/5ml oral solution",21273684,"<=10","<=10"
"Chlorambucil",21197720,"<=10","27"
"Chlorambucil 2mg tablets",21311387,"<=10","<=10"
"Chloramphenicol",21197721,"<=10","13004"
"Chloramphenicol 0.5% eye drops",21311705,"1945","<=10"
"Chloramphenicol 0.5% eye drops 0.5ml unit dose preservative free",21218210,"<=10","<=10"
"Chloramphenicol 1% eye ointment",21181143,"2875","<=10"
"Chloramphenicol 10 mg/g eye ointment",4220264,"<=10","18"
"Chloramphenicol 1g powder for solution for injection vials",21180715,"154","<=10"
"Chloramphenicol 250mg capsules",21255391,"68","<=10"
"Chlordiazepoxide",21178910,"<=10","9229"
"Chlordiazepoxide 10mg capsules",21292936,"6253","<=10"
"Chlordiazepoxide 5mg capsules",21311615,"2175","<=10"
"Chlorhexidine",21253511,"<=10","84"
"Chlorhexidine 0.2% oral spray",21236905,"18","<=10"
"Chlorhexidine 1% dental gel",21218410,"422","<=10"
"Chlorhexidine acetate 0.02% irrigation solution 1litre bottles",21311159,"<=10","<=10"
"Chlorhexidine gluconate",21197225,"<=10","39178"
"Chlorhexidine gluconate 0.5% solution",21274062,"<=10","<=10"
"Chlorhexidine gluconate 1% cream",36815542,"<=10","<=10"
"Chlorhexidine gluconate 2% / Isopropyl alcohol 70% solution 3ml applicators",21236241,"<=10","<=10"
"Chlorhexidine gluconate 4% solution",21292781,"8087","<=10"
"Chlorhexidine hydrochloride 0.5% cream",21272710,"<=10","<=10"
"Chlorphenamine",21178999,"<=10","15077"
"Chlorphenamine 10mg/1ml solution for injection ampoules",36815547,"10728","<=10"
"Chlorpheniramine 4mg tablets",21237183,"6587","<=10"
"Chlorpromazine",21253513,"<=10","1069"
"Chlorpromazine 100mg tablets",21293055,"<=10","<=10"
"Chlorpromazine 25mg tablets",21181169,"196","<=10"
"Chlorpromazine 25mg/1ml solution for injection ampoules",36815550,"<=10","<=10"
"Chlorpromazine 25mg/5ml oral solution",36815551,"34","<=10"
"Chlorpromazine 25mg/5ml oral solution sugar free",21310174,"41","<=10"
"Chlorpromazine 50mg tablets",21181170,"107","<=10"
"Chlorpromazine 50mg/2ml solution for injection ampoules",36815552,"<=10","<=10"
"Chlortalidone",21178889,"<=10","<=10"
"Chlortalidone 50mg tablets",21237160,"<=10","<=10"
"Cholecalciferol-containing product",4030810,"<=10","<=10"
"Choline salicylate",21309496,"<=10","1599"
"Choline salicylate 8.7% dental gel",21274222,"449","<=10"
"Choriogonadotropin alfa 250micrograms/0.5ml solution for injection pre-filled disposable devices",21217136,"<=10","<=10"
"Chorionic gonadotrophin 5,000unit powder and solvent for solution for injection ampoules",36815557,"<=10","<=10"
"Ciclesonide",21253666,"<=10","633"
"Ciclosporin",21235097,"<=10","7166"
"Ciclosporin",21271639,"<=10","15"
"Ciclosporin 0.1% eye drops 0.3ml unit dose",21272606,"152","<=10"
"Ciclosporin 100mg capsules",21274274,"257","<=10"
"Ciclosporin 100mg/ml oral solution sugar free",36815559,"295","<=10"
"Ciclosporin 10mg capsules",21255651,"65","<=10"
"Ciclosporin 2% eye ointment",21254321,"<=10","64"
"Ciclosporin 250mg/5ml solution for infusion ampoules",36815560,"31","<=10"
"Ciclosporin 25mg capsules",21311610,"1902","<=10"
"Ciclosporin 50mg capsules",21311611,"543","<=10"
"Ciclosporin 50mg/1ml solution for infusion ampoules",36815561,"2430","<=10"
"Cidofovir",21290784,"<=10","38"
"Cidofovir 375mg/5ml solution for infusion vials",36815564,"41","<=10"
"Cilostazol",21253597,"<=10","<=10"
"Cimetidine",21197722,"<=10","112"
"Cimetidine 400mg tablets",21274339,"85","<=10"
"Cinacalcet",21197810,"<=10","1325"
