"condition_concept_name","condition_concept_id","UCLH","UHB"
"Acquired tracheocutaneous fistula",4124674,"<=10","<=10"
"Acquired trigger finger of left middle finger",37117092,"<=10","<=10"
"Acquired trigger finger of right ring finger",37109284,"<=10","<=10"
"Acquired unequal leg length",40400785,"<=10","<=10"
"Acquired urethral fistula",4126285,"<=10","<=10"
"Acquired vocal cord palsy",4048497,"12","<=10"
"Acrania",4070052,"<=10","<=10"
"Acrocephalosyndactyly type I",4003796,"<=10","<=10"
"Acrocephalosyndactyly type V",4290677,"13","<=10"
"Acrocyanosis",4097439,"<=10","<=10"
"Acromegaly",4253197,"90","<=10"
"Acromegaly and pituitary gigantism",45547641,"35","40"
"Acromioclavicular joint pain",4116165,"<=10","<=10"
"Acroparesthesia",4193492,"<=10","<=10"
"ACTH deficiency",4029439,"19","<=10"
"Actinic keratosis",138825,"147","<=10"
"Actinic keratosis",45591640,"<=10","270"
"Actinomycetoma",45581170,"<=10","<=10"
"Actinomycosis, unspecified",45547409,"<=10","<=10"
"Actinomycotic infection",436020,"<=10","<=10"
"Active Durable Power of Attorney for Healthcare",4137690,"<=10","<=10"
"Active M̩ni̬re's disease",4235305,"<=10","<=10"
"Active tuberculosis",4141802,"<=10","<=10"
"Activity of daily living (ADL) alteration",4032520,"23","<=10"
"Acute-on-chronic renal failure",4128067,"38","<=10"
"Acute abdomen",4241033,"23","<=10"
"Acute abdomen",45563289,"31","40"
"Acute abdominal pain",4023573,"11","<=10"
"Acute abscess of face",4057173,"<=10","<=10"
"Acute actinic otitis externa",4070156,"<=10","<=10"
"Acute adrenal insufficiency",35624320,"<=10","<=10"
"Acute alcoholic intoxication in remission, in alcoholism",432609,"<=10","<=10"
"Acute anal fissure",4057381,"<=10","<=10"
"Acute anal fissure",45548164,"<=10","<=10"
"Acute and subacute haemorrhagic leukoencephalitis [Hurst]",45571795,"<=10","<=10"
"Acute and subacute hepatic failure",45557674,"<=10","89"
"Acute and subacute infective endocarditis",45605794,"<=10","109"
"Acute and subacute iridocyclitis",45542994,"<=10","<=10"
"Acute and transient psychotic disorder, unspecified",45595899,"36","35"
"Acute and unspecified inflammation of lacrimal passages",45547794,"<=10","<=10"
"Acute angle-closure glaucoma",436108,"<=10","15"
"Acute angle-closure glaucoma of left eye",36713135,"<=10","<=10"
"Acute ankle pain",45771676,"<=10","<=10"
"Acute anterior uveitis",4176864,"<=10","<=10"
"Acute appendicitis",4310400,"119","<=10"
"Acute appendicitis with generalized peritonitis",45552925,"<=10","<=10"
"Acute appendicitis with localized peritonitis",44784251,"<=10","<=10"
"Acute appendicitis with localized peritonitis",45557650,"<=10","109"
"Acute appendicitis with peritonitis",4057524,"<=10","<=10"
"Acute appendicitis, other and unspecified",45567300,"<=10","125"
"Acute arthritis",4000634,"<=10","<=10"
"Acute asthma",257581,"286","<=10"
"Acute asthma",4125022,"13","<=10"
"Acute atopic conjunctivitis",45605605,"17","<=10"
"Acute back pain with sciatica",4083769,"<=10","<=10"
"Acute bacterial paronychia",4300221,"<=10","<=10"
"Acute bacterial tonsillitis",4112345,"<=10","<=10"
"Acute bilateral otitis media with effusion",45769841,"<=10","<=10"
"Acute biphenotypic leukemia",4081867,"<=10","<=10"
"Acute bronchiolitis due to other specified organisms",45548109,"<=10","<=10"
"Acute bronchiolitis due to respiratory syncytial virus",254058,"<=10","<=10"
"Acute bronchiolitis, unspecified",45567262,"<=10","15"
"Acute bronchitis",260139,"15","<=10"
"Acute bronchitis co-occurrent with bronchiectasis",37017852,"<=10","<=10"
"Acute bronchitis due to Haemophilus influenzae",45601124,"<=10","<=10"
"Acute bronchitis due to other specified organisms",45562444,"<=10","12"
"Acute bronchitis due to rhinovirus",45581850,"<=10","<=10"
"Acute bronchitis, unspecified",45562445,"15","<=10"
"Acute cardiac pulmonary edema",4235646,"<=10","<=10"
"Acute chest pain",4009385,"31","<=10"
"Acute chest syndrome",254062,"65","<=10"
"Acute cholangitis",4267297,"<=10","<=10"
"Acute cholecystitis",198809,"159","<=10"
"Acute cholecystitis",45533620,"82","98"
"Acute cholecystitis without calculus",4145443,"<=10","<=10"
"Acute confusion",4038794,"111","<=10"
"Acute confusional state, of infective origin",4103128,"<=10","<=10"
"Acute congestive heart failure",4023479,"45","<=10"
"Acute constipation",4057824,"<=10","<=10"
"Acute contact otitis externa",4077428,"<=10","<=10"
"Acute coronary syndrome",4215140,"726","4071"
"Acute cystitis",45601724,"28","<=10"
"Acute deep vein thrombosis of lower limb",43531681,"197","<=10"
"Acute deep venous thrombosis",44782746,"<=10","<=10"
"Acute deep venous thrombosis of femoral vein",44782747,"<=10","<=10"
"Acute deep venous thrombosis of iliofemoral vein",44782748,"<=10","<=10"
"Acute deep venous thrombosis of internal jugular vein",44782752,"<=10","<=10"
"Acute deep venous thrombosis of popliteal vein",44782743,"<=10","<=10"
"Acute deep venous thrombosis of upper extremity",44782421,"<=10","<=10"
"Acute depression",37016718,"<=10","<=10"
"Acute diarrhea",4261727,"<=10","<=10"
"Acute diastolic heart failure",40481042,"<=10","<=10"
"Acute dilatation of stomach",45567299,"<=10","<=10"
"Acute disruption of ankle syndesmosis",45763909,"<=10","<=10"
"Acute disseminated demyelination, unspecified",45595933,"<=10","<=10"
"Acute disseminated encephalitis",45557223,"<=10","<=10"
"Acute disseminated encephalomyelitis",374021,"11","<=10"
"Acute drug intoxication",4332880,"<=10","<=10"
"Acute duodenal ulcer with hemorrhage",4027729,"<=10","<=10"
"Acute eczema",4245843,"13","<=10"
"Acute eczematoid otitis externa",4182370,"<=10","<=10"
"Acute effusive pericarditis",4070323,"<=10","<=10"
"Acute endocarditis, unspecified",45538378,"<=10","<=10"
"Acute endometritis",4194612,"<=10","<=10"
"Acute epididymitis",4184319,"<=10","<=10"
"Acute epiglottitis",45538474,"13","<=10"
"Acute esophagitis",26459,"<=10","<=10"
"Acute ethmoidal sinusitis",45548099,"<=10","<=10"
"Acute exacerbation of allergic asthma",45769441,"<=10","<=10"
"Acute exacerbation of asthma",45771045,"48","<=10"
"Acute exacerbation of bronchiectasis",40483342,"45","<=10"
"Acute exacerbation of chronic bronchitis",4137525,"<=10","<=10"
"Acute exacerbation of chronic obstructive airways disease",257004,"259","<=10"
"Acute exacerbation of chronic obstructive airways disease with asthma",43530693,"<=10","<=10"
"Acute exacerbation of gout",45770178,"<=10","<=10"
"Acute febrile mucocutaneous lymph node syndrome",314381,"<=10","<=10"
"Acute febrile neutrophilic dermatosis",4225434,"<=10","<=10"
"Acute frontal sinusitis",45586656,"<=10","<=10"
"Acute gastric ulcer",4319441,"<=10","<=10"
"Acute gastric ulcer with perforation",4057953,"<=10","<=10"
"Acute gastric ulcer with perforation but without obstruction",194680,"<=10","<=10"
"Acute gastritis",199866,"<=10","<=10"
"Acute gastroenteritis",4289001,"<=10","<=10"
"Acute gastroenteropathy due to Norovirus",45542513,"<=10","16"
"Acute gastrointestinal hemorrhage",4100660,"19","<=10"
"Acute gastrojejunal ulcer",4024984,"<=10","<=10"
"Acute gingivitis",138176,"<=10","<=10"
"Acute gingivitis",45576970,"<=10","<=10"
"Acute gout",36674930,"<=10","<=10"
"Acute graft-versus-host disease",439416,"33","<=10"
"Acute haemorrhagic gastritis",45567296,"12","<=10"
"Acute hand eczema",4298605,"<=10","<=10"
"Acute headache",42539583,"20","<=10"
"Acute heart failure",442310,"<=10","<=10"
"Acute hemorrhagic cystitis",4215879,"<=10","<=10"
"Acute hemorrhagic leukoencephalitis",4249574,"<=10","<=10"
"Acute hepatic failure",4026032,"<=10","<=10"
"Acute hepatic failure due to drugs",4184847,"<=10","<=10"
"Acute hepatitis E",197490,"<=10","<=10"
"Acute hepatitis E",45561746,"<=10","<=10"
"Acute hypercapnic respiratory failure",46273719,"<=10","<=10"
"Acute hyperkalemia",4185833,"<=10","<=10"
"Acute hypokalemia",4247425,"<=10","<=10"
"Acute hypoxemic respiratory failure",46271075,"<=10","<=10"
"Acute idiopathic thrombocytopenic purpura",4102469,"398","<=10"
"Acute ill-defined cerebrovascular disease",374060,"<=10","<=10"
"Acute infection of pinna",374947,"<=10","<=10"
"Acute infectious conjunctivitis",36714565,"<=10","<=10"
"Acute infectious disease",4271450,"<=10","<=10"
"Acute infectious hepatitis",44813565,"<=10","<=10"
"Acute infective exacerbation of chronic obstructive airways disease",4115044,"<=10","<=10"
"Acute inflammation of orbit",45562145,"31","14"
"Acute injury of anterior cruciate ligament",4232079,"<=10","<=10"
"Acute injury of kidney",761083,"<=10","38"
"Acute intermittent porphyria",4120604,"<=10","<=10"
"Acute intestinal obstruction",4026000,"16","<=10"
"Acute ischaemic heart disease, unspecified",45538372,"<=10","314"
"Acute ischemic heart disease",319844,"<=10","357"
"Acute kidney failure stage 1",37116430,"<=10","<=10"
"Acute kidney failure stage 2",37116431,"<=10","<=10"
"Acute kidney failure stage 3",37116432,"<=10","<=10"
"Acute kidney injury",197320,"1421","345"
"Acute lacunar infarction",4138327,"<=10","<=10"
"Acute laryngitis",45533538,"<=10","<=10"
"Acute laryngotracheitis",45562434,"<=10","<=10"
"Acute left ventricular failure",4108245,"<=10","<=10"
"Acute leukaemia of unspecified cell type",45600572,"<=10","<=10"
"Acute leukemia",138708,"46","<=10"
"Acute low back pain",4132892,"<=10","<=10"
"Acute lower urinary tract infection",4330644,"<=10","<=10"
"Acute lyme disease",4142570,"<=10","<=10"
"Acute lymphadenitis of face, head and neck",45572259,"<=10","<=10"
"Acute lymphadenitis of other sites",45548189,"<=10","<=10"
"Acute lymphadenitis of trunk",45596363,"<=10","<=10"
"Acute lymphadenitis of upper limb",45577026,"<=10","<=10"
"Acute lymphadenitis, unspecified",45596364,"<=10","<=10"
"Acute lymphoblastic leukaemia [ALL]",45537873,"2280","88"
"Acute lymphoid leukemia",134305,"756","<=10"
"Acute lymphoid leukemia in remission",141816,"<=10","<=10"
"Acute lymphoid leukemia relapse",36712834,"162","<=10"
"Acute mastitis",4221529,"<=10","<=10"
"Acute mastoiditis",4301700,"<=10","<=10"
"Acute mastoiditis",45567134,"<=10","<=10"
"Acute mastoiditis with complication",379032,"<=10","<=10"
"Acute mastoiditis without complications",381573,"<=10","<=10"
"Acute maxillary sinusitis",45601112,"<=10","<=10"
"Acute megakaryoblastic leukaemia",45542667,"<=10","<=10"
"Acute meniscal tear, lateral",4012747,"<=10","<=10"
"Acute meniscal tear, lateral, peripheral detachment",4017803,"<=10","<=10"
"Acute meniscal tear, medial",4151087,"<=10","<=10"
"Acute meniscal tear, medial, peripheral detachment",4012745,"11","<=10"
"Acute miliary tuberculosis of a single specified site",45542519,"<=10","<=10"
"Acute miliary tuberculosis of multiple sites",45552164,"<=10","<=10"
"Acute monoblastic/monocytic leukaemia",45561880,"<=10","<=10"
"Acute motor sensory axonal neuropathy",37396785,"<=10","<=10"
"Acute myeloblastic leukaemia [AML]",45600565,"<=10","288"
"Acute myeloid leukaemia with multilineage dysplasia",45557044,"21","<=10"
"Acute myeloid leukemia in remission",135762,"<=10","<=10"
"Acute myeloid leukemia with CEBPA somatic mutations",35622696,"336","<=10"
"Acute myeloid leukemia with FMS-like tyrosine kinase-3 mutation",42539431,"162","<=10"
"Acute myeloid leukemia with myelodysplasia-related changes",40483761,"<=10","<=10"
"Acute myeloid leukemia with NPM1 somatic mutation",35622003,"30","<=10"
"Acute myeloid leukemia without maturation, FAB M1",4230253,"<=10","<=10"
"Acute myeloid leukemia, disease",140352,"5270","39"
"Acute myelomonocytic leukaemia",45557042,"<=10","<=10"
"Acute myocardial infarction",312327,"11","<=10"
"Acute myocardial infarction of anterior wall",434376,"<=10","<=10"
"Acute myocardial infarction of anterolateral wall",438438,"<=10","<=10"
"Acute myocardial infarction of inferior wall",438170,"<=10","<=10"
"Acute myocardial infarction of lateral wall",436706,"<=10","<=10"
"Acute myocardial infarction, unspecified",45605780,"<=10","157"
"Acute myocardial ischemia",4189939,"<=10","<=10"
"Acute myocarditis, unspecified",45596203,"<=10","<=10"
"Acute myopericarditis",4006483,"<=10","<=10"
"Acute nasopharyngitis [common cold]",45562431,"87","48"
"Acute necrotizing otitis media",4236391,"<=10","<=10"
"Acute necrotizing pancreatitis",4303234,"21","<=10"
"Acute necrotizing ulcerative gingivitis",4163133,"<=10","<=10"
"Acute nephritic syndrome, Diffuse crescentic glomerulonephritis",45577507,"<=10","<=10"
"Acute nephritic syndrome, Other",45572691,"<=10","<=10"
"Acute nephritis",4189531,"<=10","<=10"
"Acute non-ST segment elevation myocardial infarction",4270024,"350","144"
"Acute non-suppurative serous otitis media",375827,"<=10","<=10"
"Acute osteomyelitis",133002,"<=10","<=10"
"Acute osteomyelitis of ankle and/or foot",135350,"<=10","<=10"
"Acute osteomyelitis of knee",4121601,"<=10","<=10"
"Acute osteomyelitis of left foot",37117154,"<=10","<=10"
"Acute osteomyelitis of phalanx of toe",4003296,"<=10","<=10"
"Acute otitis externa",380415,"<=10","<=10"
"Acute otitis externa, noninfective",45591398,"<=10","<=10"
"Acute otitis media",4150372,"258","<=10"
"Acute pain",433456,"<=10","<=10"
"Acute pain",45573031,"<=10","53"
"Acute pain of joint of knee",45757286,"<=10","<=10"
"Acute pancreatitis",199074,"360","251"
"Acute pancreatitis, unspecified",45591611,"327","262"
"Acute panmyelosis with myelofibrosis",4003184,"23","<=10"
"Acute panmyelosis with myelofibrosis",45537880,"<=10","<=10"
"Acute paralytic poliomyelitis",4347538,"<=10","<=10"
"Acute perforated appendicitis",4117866,"<=10","<=10"
"Acute pericardial effusion",4238032,"<=10","<=10"
"Acute pericarditis",320116,"<=10","<=10"
"Acute pericarditis, unspecified",45572086,"<=10","<=10"
"Acute perichondritis of pinna",132333,"<=10","<=10"
"Acute pericoronitis",4240538,"<=10","<=10"
"Acute periodontitis",45572187,"<=10","<=10"
"Acute peritonitis",45581910,"<=10","123"
"Acute pharyngitis",25297,"<=10","<=10"
"Acute pharyngitis due to other specified organisms",45562432,"<=10","<=10"
"Acute pharyngitis, unspecified",45538472,"243","210"
"Acute pleuropericarditis",4069712,"<=10","<=10"
"Acute poliomyelitis",378679,"16","<=10"
"Acute poliomyelitis, unspecified",45595596,"<=10","<=10"
"Acute polyarticular juvenile rheumatoid arthritis",75621,"<=10","<=10"
"Acute post-trauma stress state",4100536,"<=10","<=10"
"Acute posthaemorrhagic anaemia",45591014,"<=10","69"
"Acute posthemorrhagic anemia",434894,"<=10","<=10"
"Acute postoperative pain",43530621,"11","<=10"
"Acute postthoracotomy pain syndrome",40485490,"<=10","<=10"
"Acute promyelocytic leukaemia [PML]",45571572,"687","<=10"
"Acute promyelocytic leukemia, FAB M3",4002497,"669","<=10"
